"video_id_seq","V2"
"XUBeH7VQaFY","There are 7 SBX in my neighborhood that I frequent. I don&#39;t think I go to any one of them more than 25% of the time. It depends on mood (inside or outside), friendliness (small table or a large shareable table with 6 - 10 people). or other errands (N, S, E, or W), parking lot size and convenience, or working intent (work 4 hours or drive through)? Where I used to live we only had 1 SBX and 12+ independent shops within 8 blocks. I never went to the SBX because their coffee is the worst. You have to add a lot of half/half and brown sugar. At other coffee shops you can actually drink the coffee black like a fine wine. SBX is for WiFi and &quot;dessert coffee.&quot;"
"XUBeH7VQaFY","and part 2 how they lose every cent? CORPORATE &#39;AMERICANA&#39; a scourge on humanity!"
"XUBeH7VQaFY","Excellent video"
"XUBeH7VQaFY","Because white rich girls exist."
"XUBeH7VQaFY","How a Starbucks small coffee became $3"
"XUBeH7VQaFY","I want to know the reason some people disliked it"
"XUBeH7VQaFY","White girls made this company billions ."
"XUBeH7VQaFY","Can&#39;t even pronounce espresso properly..."
"XUBeH7VQaFY","Could do with a costa now."
"XUBeH7VQaFY","Already   in india we don&#39;t prefer this as it&#39;s overpriced shit and we have much better options like Barista,CCD (this is also expensive but a bit lower than star bucks)"
"XUBeH7VQaFY","USA produced overpriced shit- Apple,Starbucks...and please add more"
"XUBeH7VQaFY","<b>This is a great example of why capitalism works. You always have an opportunity to get up and fight back.</b>"
"XUBeH7VQaFY","Starbucks seems nothing to me that just a huge fucking hype.. That same chaos that Steve Jobs created for his company"
"XUBeH7VQaFY","onward..."
"XUBeH7VQaFY","I’m the only one who don’t drink coffee?"
"XUBeH7VQaFY","Adding sugar to coffee. Who knew?"
"XUBeH7VQaFY","Anyhow they ruined coffee <U+0001F922>"
"XUBeH7VQaFY","Because it&#39;s overhyped..."
"XUBeH7VQaFY","I love *Bucks atmosphere."
"XUBeH7VQaFY","&quot;Yh avoid paying taxes&quot;!"
"XUBeH7VQaFY","It is what number two predicted... if only Dr.Evil invested in this empire.."
"XUBeH7VQaFY","Could it be because they don&#39;t pay their share in corporate taxes?"
"XUBeH7VQaFY","Which is why I don&#39;t go to Star Bucks."
"XUBeH7VQaFY","EASY. MAKE a 2 dollar coffee and sell it for 26 dollars"
"XUBeH7VQaFY","The most overrated brand and coffee in the world. Italians, Colombians and Puertorricans know."
"XUBeH7VQaFY","Just overload overpriced coffee with sugar and other health killing junk and Americans will come."
"XUBeH7VQaFY","Overpriced coffee<br /><br /><br /><b>That&#39;s how Starbucks works</b>"
"XUBeH7VQaFY","By raping ever community it has ever touched .....simple"
"XUBeH7VQaFY","Simplified <br />1. $4 coffee<br />2. Free WiFi (duh)<br />3. Make you look rich drinkin it"
"XUBeH7VQaFY","I make my own coffee at home now. It&#39;s cheaper and faster than going to Starbucks every morning. I only go to Starbucks in the morning, if I run out of coffee at home, but I have to account for more time to get to the office."
"XUBeH7VQaFY","Howard Schultz is a really successful businessman, by this video&#39;s description, he sounds like the Steve Jobs of coffee, turning a coffee shop into a &quot;Café experience&quot; and charging a whole lot more for it."
"XUBeH7VQaFY","They failed in Australia though. Australians are to sensible."
"XUBeH7VQaFY","Great quality and highly informative. Go on!"
"XUBeH7VQaFY","I can&#39;t drink their coffee, too strong for me <U+2615>"
"XUBeH7VQaFY","An 80 billion?"
"XUBeH7VQaFY","because there are some idiots willing to spend  between a 10 and 15% of their wage on stupid glorified drinks and wifi. Cause mobile data is that expensive... With the price of a coffe, I pay most of my data plan."
"XUBeH7VQaFY","Pls CNBC try to make on Netflix or Hollywood latest please please.. @cnbc <a href=\"http://www.youtube.com/results?search_query=%23cnbc\">#cnbc</a>"
"XUBeH7VQaFY","I’m unreasonably mad at the narrator pronouncing “espresso” wrong at <a href=\"https://www.youtube.com/watch?v=XUBeH7VQaFY&amp;t=4m33s\">4:33</a> :D"
"XUBeH7VQaFY","<b>Coffee</b><br /><br /><br /><br /><br />And Wifi"
"XUBeH7VQaFY","when are they gonna stop providing straws because they always end up in the ocean"
"XUBeH7VQaFY","Try coffee from an Italian cafe then. The smell of coffee is amazing!"
"XUBeH7VQaFY","Try without sugar. It tastes like burnt rubber. Sugar makes it better..."
"XUBeH7VQaFY","Wifi and filtered water for your bottle, bathrooms is about all it&#39;s good for."
"XUBeH7VQaFY","basic girls exist, lol"
"XUBeH7VQaFY","Fax"
"XUBeH7VQaFY","+Bai Mark it&#39;s not racist it&#39;s facts <U+0001F937><U+200D><U+2642><U+FE0F>"
"XUBeH7VQaFY","Omar Cardenas I know I was just joking. I live in California by the way."
"XUBeH7VQaFY","TheMoistMango : u need to come to the starbucks here in los angeles california , u see latina, black and lots of asian chicks and yes lots of asian chicks buying expensive lattes probably more than white . So not only white chiks get starbucks ."
"XUBeH7VQaFY","A cup costs about five cents to make."
"XUBeH7VQaFY","SBUX is trash coffee and harms local coffee culture, is fast food really, makes people unhealthy."
"XUBeH7VQaFY","India sucks"
"XUBeH7VQaFY","Let&#39;s Explore nice I bet you’re country’s coffees have really good sewage water in them right?<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"XUBeH7VQaFY","What_are_we_doing ? Actually they prompted the interest in third wave coffee, and introduced the world to coffee as a gourmet product. That’s hardly ruining coffee."
"XUBeH7VQaFY","Lots of dull, unimaginative people."
"XUBeH7VQaFY","Bux"
"XUBeH7VQaFY","amen! And operate as a “nonprofit” for tax cuts."
"XUBeH7VQaFY","Yes!"
"XUBeH7VQaFY","starbucks coffee is watered down coffee made out of fully burnt beans with too much suggar and the only way you could think it tastes good is by getting used to the overly suggary taste"
"XUBeH7VQaFY","r/wooosh"
"XUBeH7VQaFY","I&#39;ve paid way more for coffee in cafes and whole bean bags to support the specialty coffee industry."
"XUBeH7VQaFY","Okay. So why don&#39;t you open your own successful coffee shop if it&#39;s that easy?<br /><br />And $26... I think you&#39;ve never been inside of a Starbucks. $5.50 (largest size) is their most expensive drink."
"XUBeH7VQaFY","Can you make a double shot latte?"
"XUBeH7VQaFY","Thai people also know, they go to the local, cheaper Café Amazon"
"XUBeH7VQaFY","Here we go, lol.<br /><br />No one thinks or has ever said Starbucks is the best tasting in the world. It&#39;s just convenient, tastes good enough, has enough variety, and provides good service and a good atmosphere to drink coffee at."
"XUBeH7VQaFY","And Australians*"
"XUBeH7VQaFY","Italians haven’t had good coffee in decades."
"XUBeH7VQaFY","Starbucks sells more by far."
"XUBeH7VQaFY","frapuccinos are just sugar bombs. but you can easily go for a regular coffee with no sugar."
"XUBeH7VQaFY","The bitterness is strong with this one."
"XUBeH7VQaFY","I have two large mugs of Starbucks in my home every day.  Living large!!"
"XUBeH7VQaFY","( <U+0361>° <U+035C><U+0296> <U+0361>°) At least in London they’re selling the standard price as does Pret,Costa and Nero brands"
"XUBeH7VQaFY","Agree because of their overpricing i can&#39;t digest even the coffee made at home if its exceeds more than 2 cups"
"XUBeH7VQaFY","And Tax frauds..."
"XUBeH7VQaFY","Milk and 2 shots of espresso = $5"
"XUBeH7VQaFY","Starbucks is textbook pricing strategy.  Price point something expensive yet affordable to the masses like a cup of coffee and make folks feel important.  Repeat."
"XUBeH7VQaFY","Closing down all legit local cafes."
"XUBeH7VQaFY","The milk they use is poinsettia milk which is what they give to homeless people at shelters"
"XUBeH7VQaFY","Except the fact that Howard Schultz sold the Seattle SuperSonics to Clay Bennett in 2006 and ultimately Bennett relocated the team to Oklahoma City and became the Oklahoma City Thunder in 2008."
"XUBeH7VQaFY","That&#39;s great, but I don&#39;t want him to be President of the United States."
"XUBeH7VQaFY","+blahburz He also re-trained staff on customer service, and shifted their focus to delivering the best service to their customers- not just esperesso drinks. It says so in the video"
"XUBeH7VQaFY","I&#39;m actually skeptical of this. How much of the recovery was really due to espresso training and fresh grinding of coffee beans? And how much was just the market recovering again? Schultz was bought back pretty much at the bottom of the dip, the stock market in general recovered quite quickly after 08"
"XUBeH7VQaFY","Yes one man made the difference"
"XUBeH7VQaFY","Yet you guys have more chains. Not having one specific chain doesn&#39;t make you better."
"XUBeH7VQaFY","We’re coffee snobs ahaha"
"XUBeH7VQaFY","Are they TOO sensible to spell &quot;to sensible&quot;, too?"
"XUBeH7VQaFY","or just have good taste?"
"XUBeH7VQaFY","Well they failed because Aussie’s had their staple coffee chains &amp; small cafes in local areas already had loyalty <br />Starbucks came way too late. <br />They entered a market where their competitors were cheaper &amp; had long time loyalty. They also entered thinking they would want sugary drinks on the same level s Americans."
"XUBeH7VQaFY","Jelly Dani"
"XUBeH7VQaFY","+MrJonstonson EXpresso EXpresso EXpresso EXpresso"
"XUBeH7VQaFY","I get annoyed every time someone pronounces it &quot;expresso&quot;"
"XUBeH7VQaFY","You are acting like an anglosaxson"
"XUBeH7VQaFY","That’s being reasonably angry."
"XUBeH7VQaFY","Would have never noticed unless I saw your comment, lol.<br /><br />Truthfully, we probably are pronouncing a lot of names wrong of food and drinks from other countries.<br /><br />Example: Americans tend to pronounce Japanese &quot;sake&quot; wrong yet I doubt any Japanese people would correct us or even care."
"XUBeH7VQaFY","+Mai Vu Tan yep."
"XUBeH7VQaFY","+Gilbert Plays <U+2606> #1 Gaming Channel You&#39;re a Filipino <U+0001F643>"
"XUBeH7VQaFY","The only reason why I go to a starbucks for meetings and work instead of Jollibee."
"XUBeH7VQaFY","And power socket <U+0001F602>"
"XUBeH7VQaFY","I could understand if there’s a Starbucks along the bay or ocean front. What about stores inland where no oceans exists for hundreds of miles? Just curious..."
"XUBeH7VQaFY","<a href=\"http://www.youtube.com/results?search_query=%23BoycottStarbucks\">#BoycottStarbucks</a>"
"XUBeH7VQaFY","lmao, banning plastic straws will achieve nothing. Stop asian countries from dumping all their industrial waste into rivers and into the ocean to actually solve the problem."
"XUBeH7VQaFY","Not much point until fishing nets are banned. <br /><br />see: <a href=\"https://www.washingtontimes.com/news/2018/jul/12/plastic-straw-bans-wont-save-oceans-alarm-disabled/\">https://www.washingtontimes.com/news/2018/jul/12/plastic-straw-bans-wont-save-oceans-alarm-disabled/</a>"
"XUBeH7VQaFY","this is such bullshit. how is a straw used in a city supposed to end up in the ocean. this is such a blown up problem used by companies for green washing!"
